Structure [idcode]	Molecule Name	Name	Basic_pKa_greater5	Acidic_pKa_lower9	CNS-Kind	Molweight	cLogP	cLogS	cLogD (pH=7.4)	H-Acceptors	H-Donors	Total Surface Area	Molecular Flexibility	Molecular Complexity	Non-H Atoms	Binned Molweight	
fjcPB@NI@DYHhhhddmcDeSdkZ\gM@D@PUUPTOT@@	Compound 609	Methdilazine	8.81		CNS	296.437	4.2005	-4.341	2.7756	2	0	223.91	0.29244	0.8218	21	275 <= x < 300	
gOtHE`DILrVuT`@	Compound 610	Methimazole			non-CNS	114.172	-0.1957	-1.174	-0.19612	2	1	93.23	0	0.69315	7	100 <= x < 125	
fhqaP@L@PpQdf]mYeWAZjjBBBEJ@@	Compound 611	Methocarbamol			CNS	241.242	0.2939	-1.989	0.2939	6	2	188.16	0.47325	0.58727	17	225 <= x < 250	
eh\QJ@@D@fickg`PMCHdlbbTTRTRjTTNbRfTQT\fVn~Z`hFbfj@@BHB@b`@	Compound 612	Methotrexate		3.25	non-CNS	454.446	-1.2285	-3.767	-5.2188	13	5	333.45	0.59346	0.82714	33	450 <= x < 475	
fnsQB@NEB@HrQQQQII[KQHrgIVtz`B@HJjj`az`@	Compound 613	Methotrimeprazine	9.42		CNS	328.479	4.1492	-4.243	2.1237	3	0	256.67	0.40556	0.83186	23	325 <= x < 350	
do~L@CB]RfyV~^F`HJj`@@	Compound 614	Methoxamine	9.28		non-CNS	211.260	0.2438	-1.554	-1.6399	4	2	169.91	0.48062	0.71194	15	200 <= x < 225	
f`i@P@@HD[HhdihdhUSbkN|uHPTUB@@	Compound 615	Methoxsalen			non-CNS	216.192	1.879	-3.547	1.879	4	0	160.56	0.1459	0.8512	16	200 <= x < 225	
daxHHFBHRHJPjPrJZPuUP@@	Compound 616	Methoxyflurane			non-CNS	164.966	1.8198	-1.968	1.8198	1	0	102.21	0.79827	0.7993	8	150 <= x < 175	
foA``@D@edTTTbtjQNV\uUR@DPpP@	Compound 617	Methsuximide			CNS	203.240	1.0394	-1.979	1.0394	3	0	154.25	0.38646	0.73783	15	200 <= x < 225	
fbupP`IZCpSo@bBAA`cLQdTTRdRjTbJXjpXHEbiZhhVH@@	Compound 618	Methyclothiazide			non-CNS	360.241	0.625	-2.318	0.61946	7	2	216.56	0.35039	0.87401	20	350 <= x < 375	
defL@IANRY]mjih@@	Compound 619	Methyl aminolevulinate	7.83		non-CNS	145.157	-0.8855	-0.618	-1.4557	4	1	121.06	0.729	0.57565	10	125 <= x < 150	
fdyQ`@DXArRSLm}rnpPXmULtDADAT@@	Compound 620	Methylphenobarbital		7.4	CNS	246.265	0.8838	-2.44	0.84232	5	1	183.46	0.42518	0.8085	18	225 <= x < 250	
fewp`@DJZCVQQJJIIJHqZKQYSdekuhvjjZj`bHZb@@	Compound 621	Methysergide	7.83		CNS	353.464	1.4619	-2.175	0.87678	5	2	269.95	0.28912	0.94743	26	350 <= x < 375	
fegPr@FJtZwlu@DYHiEDTheYhhhdlLyIhzjjifXHbJ`@@	Compound 622	Meticillin		2.96	non-CNS	380.420	1.3994	-2.108	-3.0363	8	2	262.06	0.39909	0.90475	26	375 <= x < 400	
ffs`B@D`BLdTTTRRVNbReARMivRt@D@QUUPTOT@@	Compound 623	Metixene	9.34		CNS	309.476	4.6551	-4.177	2.7095	1	0	239.87	0.30384	0.82844	22	300 <= x < 325	
e`vtF@DBm`NEN]WRivgIEEEDhdddlhTheKEHhdcDkBmHxYDUubsRkrkJ[PAAAEEUUUAT@TAEPTP@@@	Compound 624	Metocurine			non-CNS	652.829	0.2996	-6.804	0.2996	8	0	489.44	0.27861	1.0024	48	650 <= x < 675	
fakqa@IZ}pS`QA@cHhheHeThmhhdqUoM{A@lUMPDADKD@@	Compound 625	Metolazone			non-CNS	365.840	2.4448	-4.61	2.4416	6	2	248.57	0.32219	0.90011	24	350 <= x < 375	
e`X\AL@BFBgHlaieko`JqRllkLbbbbbbRaTljbbbJwFfqtDQTTtsUUUTP@@	Compound 626	Metrizamide			non-CNS	789.086	-0.1985	-4.901	-0.19854	11	6	373.51	0.54326	0.91265	32	775 <= x < 800	
fhiQ@@INAdTTTbRarrk^BtEP@@@@@	Compound 627	Metyrapone			non-CNS	226.278	1.7933	-2.502	1.792	3	0	183.22	0.58439	0.69315	17	225 <= x < 250	
eb^ZAD@LACLmhDNMDed\P@`xHrRPsQ[SJJJIYZZKIJJBRU]S[WOKUMSU@pQSUUMEDVIiSJy@@	Compound 628	Mezlocillin		3.49	non-CNS	539.589	0.1838	-2.527	-3.7312	13	3	352.46	0.42574	0.94458	36	525 <= x < 550	
fb}P@@@NrRJJIQJKEKB\hvoQsTEQ@PDTDDT@@	Compound 629	Mianserin	6.92		CNS	264.371	3.3133	-2.94	3.1891	2	0	206.42	0.13458	0.84087	20	250 <= x < 275	
fdiPP@DTAsP\bbRttTRRMoMUTDDTPYP@	Compound 630	Midodrine	8.14		non-CNS	254.285	-1.0318	-0.943	-1.8438	6	3	201.88	0.45567	0.70697	18	250 <= x < 275	
fdyQ@@DAAdTTTbRbjRxKtVjjhHH`@@	Compound 631	Milnacipran	9.83		CNS	246.353	1.2437	-2.296	-1.1855	3	1	198.8	0.63955	0.72413	18	225 <= x < 250	
f`qq@@DR|CHheEEcDdscoMTmp@P@@	Compound 632	Milrinone		7.54	non-CNS	211.223	0.2446	-1.793	0.0066102	4	1	169.33	0.34396	0.72049	16	200 <= x < 225	
dg]B@NTBNtfY}[fyjVjfhf`@	Compound 633	Mimosine	8.88	1.94	non-CNS	198.177	-4.3078	-0.516	-9.7727	6	3	144.49	0.53773	0.60693	14	175 <= x < 200	
ehR\N@@@mg`ACHfcklbbbbbbbrLafblRTTxtT|\rFfZAhJhjjZZfjJ@@@	Compound 634	Minocycline	5.82	7.27	non-CNS	457.481	-1.102	-1.999	-8.1979	10	5	310.84	0.34167	1.0514	33	450 <= x < 475	
foAi@@HDhrPLbbbbjbRxJsjiejjh@@	Compound 635	Minoxidil	13.27		non-CNS	209.252	-1.0486	-1.927	-2.829	6	3	158.76	0.40254	0.68629	15	200 <= x < 225	
fb}p@@@X|eLlwNnkPRkF}GHPTUTPPDPYP@	Compound 636	Mirtazapine	6.67		CNS	265.359	2.6638	-2.67	2.5899	3	0	205.18	0.13445	0.85485	20	250 <= x < 275	
fnsa`@M@PiInUfWg]VpXijujjA`hjjJ@@	Compound 637	Mitiglinide		4.62	non-CNS	315.412	2.9342	-3.031	0.15536	4	1	245.99	0.58023	0.69536	23	300 <= x < 325	
fa{IP@FBstEgE[dTTTTtVTRrqTyIQoACeiijijjijh@@	Compound 638	Mitomycin	5.6		non-CNS	334.331	-1.8035	-1.378	-1.8103	9	3	227.5	0.22568	1.0277	24	325 <= x < 350	
fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@	Compound 639	Mitotane			non-CNS	320.045	5.7902	-5.438	5.7902	0	0	219.7	0.39335	0.70898	18	300 <= x < 325	
e`TRF@@KDai`EO@golbbbbbbTRab^RRRRS@fdSfSPADDLQUUUU@@@@	Compound 640	Mitoxantrone	9.22	8.21	non-CNS	444.486	-0.5382	-3.414	-2.2301	10	8	336.34	0.44534	0.95041	32	425 <= x < 450	
fdypp@DDDCbkAcdTtRaTRbrXHsfiZjjjh@@	Compound 641	Mizoribine		6.13	non-CNS	259.217	-2.4258	-0.829	-2.4916	9	5	173.15	0.46665	0.82973	18	250 <= x < 275	
fdyPb@IFEDDPdrnvkJtXFL@DuUUD@@	Compound 642	Moclobemide	6.02		CNS	268.743	1.3732	-1.847	1.3556	4	1	207.25	0.58374	0.58251	18	250 <= x < 275	
fle`b@CPt@HrRZIQQQIHytPiZj@F@@B@J@@	Compound 643	Modafinil		8.84	CNS	273.355	0.3845	-3.839	0.369	3	1	208.27	0.44755	0.59188	19	250 <= x < 275	
ebVTN@@BK@DILfailbfbbTRtRVRbRbQVTrPf`RRNKUUMEAEUMUP@@@@@	Compound 644	Moexipril		3.47	non-CNS	498.574	0.5584	-3.499	-3.3793	9	2	386.22	0.55949	0.89035	36	475 <= x < 500	
fbmP`@AFAgHhhhhibeBdrPeIrtuTuUUUPqP@	Compound 645	Molindone	6.65		CNS	276.379	1.7313	-2.158	1.6602	4	1	220.98	0.39284	0.83847	20	275 <= x < 300	
ekh\BH@BODi@mc`IAIfVYUVWm^YaPrrHkhZYZBBhjijjjfIh@@	Compound 646	Moxifloxacin	9.42	5.49	non-CNS	401.437	-0.9536	-4.232	-2.9816	7	2	280.31	0.31293	0.97351	29	400 <= x < 425	
e`\\D@@DLb`AlbbbbbRTRVQtQfbbQdS`WbSwsU@DADEULA@PPNT@@	Compound 647	Mozavaptan	8.69		non-CNS	427.546	4.8635	-4.931	3.4752	5	1	337.4	0.48927	0.86255	32	425 <= x < 450	
elRPI@@@DC@beckh\bbRTRrbRbVRrRbfLTbrVvZfjjjjjjjZjj@`H`	Compound 648	Mupirocin		4.83	non-CNS	500.626	3.0515	-3.769	0.48439	9	4	397.9	0.64367	0.807	35	500 <= x < 525	
eohXN@@I`DNKJfgdfVyyW^]mVUHXdTn^Z``JjZijjjb@`|`	Compound 649	Mycophenolate mofetil	6.19		non-CNS	433.499	2.3937	-2.632	2.3674	8	1	337.5	0.55493	0.88462	31	425 <= x < 450	
fnc@p@@HyZkTfVyyW^]bLdijB@jijf`DOP	Compound 650	Mycophenolic acid		3.57	non-CNS	320.340	2.297	-3.014	-1.5283	6	2	244.49	0.50555	0.87743	23	300 <= x < 325	
dcMD`LvD@HrRRqIYCJt@E@@@	Compound 651	Mafenide acetate	9.4	10.25	non-CNS	186.234	-0.5715	-1.475	-2.4134	4	2	132.64	0.50622	0.59256	12	175 <= x < 200	
ehRTAH@N`]K@djiko`HcHhheEMEmhimEMEEkFAECHlaehBHYjZjjfjfJZEDxhedbd@@	Compound 652	Meclocycline	5.34	6.93	non-CNS	476.868	-1.2518	-2.331	-8.6426	10	6	305.52	0.28821	1.0956	33	475 <= x < 500	
fdy``@F@PdwLkwKBUxKPPPAA@@@	Compound 653	Mefenamic acid		3.89	CNS	241.289	3.3629	-3.895	-0.1516	3	2	193.1	0.34498	0.72323	18	225 <= x < 250	
didD@@EJ[W[j@B@@	Compound 654	Mequinol		9.94	non-CNS	124.139	1.2439	-1.338	1.2427	2	1	101.87	0.28507	0.64124	9	100 <= x < 125	
fmoAP@@NZM^QQISQQRqYJIRsTXjpXyjtmUUUUUSUT@@	Compound 655	Methylprednisolone			CNS	374.475	1.4107	-3.118	1.4107	5	3	264.57	0.33689	0.97145	27	350 <= x < 375	
fco`P@I@QYrSKLkL{Ztj}GOQmPT@LAEUUA@@@	Compound 656	Micinicate	3.23		non-CNS	381.470	3.8539	-4.03	3.8539	5	0	299.75	0.4256	0.74577	28	375 <= x < 400	
do~B@A@fwHhhihTlnFjjjjh@@	Compound 657	Miglustat	8.49		CNS	219.280	-0.8458	-0.277	-1.9725	5	4	166.76	0.5875	0.69426	15	200 <= x < 225	
fcoHb@LDddUPAFRJHiSJIKIIJZIKEG^WnfZZ@Bjj@BBAZ@@	Compound 658	Mirabegron	9.62		CNS	396.514	2.3718	-3.801	0.14687	6	4	310.56	0.54522	0.67908	28	375 <= x < 400	
fm{AP@@RCtZSLjkjmOkNQcUUSUUUTuPHR`	Compound 659	Misoprostol			CNS	382.539	4.8535	-4.048	4.8535	5	2	320.75	0.59747	0.7268	27	375 <= x < 400	
e`RVHH@AMCNemo`ICHhdleEEMDdebhidePqiXeTTu\}@AULEAQUMRdT@@@	Compound 660	Mizolastine	5.74		non-CNS	432.502	2.6419	-4.227	2.6269	7	1	327.77	0.44703	0.87275	32	425 <= x < 450	
f`~AP@@HYHrSJssnmUUUU@@@	Compound 661	Monoctanoin		11.22	non-CNS	234.291	1.0597	-1.685	1.0596	5	3	193.88	0.71308	0.49057	16	225 <= x < 250	
do^F@DCaTwrJKQJFZYjijj`@	Compound 662	N-acetyl-d-glucosamine			non-CNS	221.208	-3.3477	0.057	-3.3477	7	5	163.67	0.8395	0.62421	15	200 <= x < 225	
fmwA`@@ZmdTRTtRbbfZdQRUNJtzKUTEDTUUUT@@@	Compound 663	Nabilone			CNS	372.547	6.989	-5.76	6.9839	3	1	297.56	0.49553	0.88256	27	350 <= x < 375	
ek`TJH@FEMCKOL`@cIEHhbeDkMEEDdelFNIJaecjjjifXHB@b`@@@	Compound 664	Nafcillin		3.31	non-CNS	414.481	3.0701	-3.996	-1.0205	7	2	288.16	0.36512	0.93046	29	400 <= x < 425	
fe`P@B`xXNRJJJIQSIRKeJHeINlgt\eGN`jBjJjjjbj@@	Compound 665	Nalbuphine	9.62		CNS	357.448	1.7751	-3.411	-4.7929	5	3	239.77	0.29489	1.0496	26	350 <= x < 375	
fhiQ`@EZ@JVQQQQQIEYLTYsT`tDU@@@	Compound 666	Nalidixic acid		5.77	non-CNS	232.238	0.5357	-2.673	-0.9292	5	1	173.66	0.23962	0.84166	17	225 <= x < 250	
fioa`@B`yGIEEEDhieeD|eBLdxp_IrWhzBhFhjjjhj`@@	Compound 667	Nalmefene	9.57		CNS	339.434	2.5283	-3.603	-3.9908	4	2	229.91	0.26176	1.05	25	325 <= x < 350	
fag`P@B`IXNQQQIRYJIQS]IdnB]gqXiZjj`j`jfJ@@@	Compound 668	Naloxone	8.39		CNS	327.379	1.5276	-2.885	-1.703	5	2	222.93	0.28132	1.0464	24	325 <= x < 350	
fio`P@B`IXNQQQIRYJIQS]JLepSl~KEOQmUUPUPUUQQ@@@	Compound 669	Naltrexone	9.35		CNS	341.406	1.5768	-3.192	-2.5611	5	2	224.91	0.25992	1.048	25	325 <= x < 350	
eodPL@@@LjlbbRfRfRfbQTrRRRhXdTl\BRZZjjjjijjjj`@@	Compound 670	Nandrolone decanoate			non-CNS	428.654	7.2845	-6.454	7.2845	3	0	347.3	0.46499	0.89035	31	425 <= x < 450	
egdPL@@@LjlbbRfRfRfbQTrTRUCDbec`RQusSUUUUUMP@UP@@@	Compound 671	Nandrolone phenpropionate			non-CNS	406.564	5.5456	-5.699	5.5456	3	0	312.24	0.43046	0.89258	30	400 <= x < 425	
f`iP@@@XrQQ[QQJHxihsoMU@@@P@@@	Compound 672	Naphazoline	10.19		non-CNS	210.279	2.2483	-3.394	-0.54333	2	1	170.07	0.37047	0.66621	16	200 <= x < 225	
fnspb@LNkA@@cIIBlhdieCDemF]xmUjh@JZjhh@@	Compound 673	Naratriptan	9.18		CNS	335.471	2.5951	-3.195	0.80514	5	2	253.85	0.48727	0.79383	23	325 <= x < 350	
eoTxK@@KPDEHfnod\RVYW\bbRbVbrRTVRdRrTRQTQbTTrTtvn^AUuZfjijZijjZjfjjjjhB`at_HivP	Compound 674	Natamycin	9.12		non-CNS	665.730	-1.3276	-3.651	-5.1479	14	7	498	0.4302	0.91691	47	650 <= x < 675	
fmwap@@`x{rYkrJJIQKQJIJFHkQgIZrUhFBJZfjihP@@	Compound 675	Nedocromil		2.17	non-CNS	371.344	1.3724	-4.253	-3.776	8	2	265.48	0.28928	0.96807	27	350 <= x < 375	
ehRZDH@FC@hjbe`HaIe[m]UegWVUhxtLrj~A`BJjjjVjj@@h@@@	Compound 676	Nefazodone	7.09		CNS	470.015	4.0888	-4.098	3.9163	7	0	363.22	0.56848	0.79048	33	450 <= x < 475	
flua@@E@rQQJJIQIIEQkQ|fj`BHBBBDJ@@	Compound 677	Nefopam	7.92		CNS	253.344	2.6643	-2.548	1.9601	2	0	205.86	0.35587	0.72141	19	250 <= x < 275	
fj}iP@LF]EHIJugIEEEDdhjmDRTlxLZjjjA@jhIBHaEQ@@	Compound 678	Nelarabine			non-CNS	297.270	-1.4401	-2.614	-1.4402	10	4	203.43	0.30749	0.89693	21	275 <= x < 300	
ea]\BH@A@gcGMk`@cIEDdhliimEEDheCDjdiEpit\m}csPPTUMAQETMUUTE@@@	Compound 679	Nelfinavir	8.21		non-CNS	567.792	4.4556	-5.587	3.6114	7	4	436.96	0.58141	0.85413	40	550 <= x < 575	
fmwpb@BFbkPHcHhhdeeEmEDbhdfBcfZxHHijjj`@H@@	Compound 680	Nemonapride	8.2		CNS	387.909	3.1833	-4.053	2.2448	5	2	298.97	0.46605	0.8227	27	375 <= x < 400	
eh\ZN@@AEOBg`JKHjioldTTRRLtTtJTRTbVJXxBRVnijjjjjjjjjjh@@	Compound 681	Netilmicin	9.8		non-CNS	475.585	-4.0813	-1.205	-6.6496	12	8	346.23	0.5034	0.93088	33	475 <= x < 500	
doBAHXpSAb\yIgUnUmvji`@@@	Compound 682	Nicorandil			non-CNS	211.176	-0.7223	-1.554	-0.72237	7	1	162.42	0.64159	0.54381	15	200 <= x < 225	
dcm@@@{IDeCEDUSh@UUECD@@	Compound 683	Nicotine	8.58		CNS	162.235	1.1707	-0.792	-0.30591	2	0	134.86	0.43455	0.69573	12	150 <= x < 175	
fbuPc@IFSdD`bPqHYEHXdimDheAJCFj@H`HF@@@	Compound 684	Niflumic acid		3.64	non-CNS	282.220	2.8739	-3.715	-2.646	4	2	196.8	0.47102	0.75973	20	275 <= x < 300	
en]^HL@IMOAckbX`IABPpdLbdLRTRfRTvfRfRfRffRDT|Bzf~aiYj`BJiV`BJ@H@@`@@@	Compound 685	Nilotinib	5.91		non-CNS	529.525	5.1058	-8.55	5.0728	8	2	391.19	0.44937	0.87713	39	525 <= x < 550	
ff}pSBNVbkPT`dDRFICdz{HiCEDheXhiYHt\uPPLULuD@@	Compound 686	Nilutamide			non-CNS	317.222	1.1818	-3.966	1.1818	7	1	205.08	0.50356	0.86153	22	300 <= x < 325	
fjmQRBL^``R\`BOSglddNbbRtRRbTZIUjBB@`X@@@	Compound 687	Nimesulide		6.7	non-CNS	308.313	1.1823	-5.46	0.52904	7	1	218.99	0.52071	0.74264	21	300 <= x < 325	
eaSZB@@DIChVPJfolbbTRTRRbtRTRQUTTJbRqEFaaTpvuKKUHTDD@LAESUUPA@PTH	Compound 688	Nintedanib	7.23	10.86	non-CNS	539.634	2.461	-3.552	2.0307	9	2	411.35	0.45005	0.90322	40	525 <= x < 550	
fjmqRBLDhJRgY@DTfWYHhieMKEDeia`TttsLDDM@@@	Compound 689	Nitazoxanide			non-CNS	307.285	1.6871	-3.771	1.6355	8	1	220.61	0.41102	0.7473	21	300 <= x < 325	
fncaSBIZLyIPRBICDaJS]dTabRfbLtTTpeU[U@DMMSMD@@	Compound 690	Nitisinone		4.01	non-CNS	329.229	1.3848	-4.168	-3.3037	6	0	219.92	0.51053	0.82134	23	325 <= x < 350	
fj}q`BHJLAFXRcdfyVyV]WdkARUh@ajBAB@@@	Compound 691	Nitrazepam			CNS	281.270	1.0987	-4.42	1.0987	6	1	209.13	0.31323	0.82801	21	275 <= x < 300	
dg\bAHe[ABNISdfyWUfyjZffP`X	Compound 692	Nitrofurazone			non-CNS	198.138	-0.2462	-3.481	-0.24622	8	2	149.11	0.32147	0.57758	14	175 <= x < 200	
do_IAhePSNGSmxgNfUd~_df^UVYjjjY`@	Compound 693	Nitroglycerin			non-CNS	227.085	-2.3418	-2.646	-2.3418	12	0	154.53	0.78154	0.42796	15	225 <= x < 250	
dg}LAHdDnISdfyegQWSZ@@@`@@	Compound 694	Nitroxoline		6.89	non-CNS	190.158	0.7083	-2.486	0.070298	5	1	136.64	0.26677	0.75329	14	175 <= x < 200	
fkIbBCIrOc^`bDswlbbbTQfbTRTVflRYIt\u``XBBbYZj``@@	Compound 695	Nizofenone	7.17		CNS	412.876	1.3078	-6.414	1.1633	7	0	313.68	0.53724	0.88809	29	400 <= x < 425	
fa{``@H@KdRbRfRfRfbTQYqVg^cfZZjjjjjzhDHP	Compound 696	Norelgestromin			non-CNS	327.466	4.1594	-4.962	4.1594	3	2	250.61	0.28105	0.90602	24	325 <= x < 350	
fnsqb@BVBzkPRFQQQJIIIQZXjLdXOhpPTUSUTqH@@	Compound 697	Norfloxacin	8.68	5.58	non-CNS	319.335	-1.6498	-2.856	-3.2909	6	2	232.29	0.33934	0.89007	23	300 <= x < 325	
fmoa`@I`PoHhmHeHlehTidliF\GI^cZjnjjjjZZjA@\@	Compound 698	Norgestimate			non-CNS	369.503	4.644	-5.372	4.644	4	1	284.27	0.29024	0.898	27	350 <= x < 375	
fbm`@@@YHleEEEDhd[A\fNZih@HHB@@@	Compound 699	Nortriptyline	10.47		CNS	263.383	4.1391	-4.036	1.0671	1	1	222.99	0.272	0.808	20	250 <= x < 275	
ffcq@@DZBAIfYeeU_aZlgvVj@J@JBh@@@	Compound 700	Noveril	8.23		CNS	295.385	2.4424	-3.497	1.5559	4	0	232.47	0.31636	0.86255	22	275 <= x < 300	
ec_TM@@JMPDEGHncglZU\bbTTRRbfQfRTTrbRdvQTRcGA`STupKUHTDqAAQUUUMUMA@@@	Compound 701	Novobiocin		5.51	non-CNS	612.630	3.27	-5.272	2.6989	13	5	443.66	0.42619	0.97351	44	600 <= x < 625	
fhi@`@@^RYvUm]djsfj@@@h@@@	Compound 702	Nabumetone			CNS	228.290	3.3993	-3.935	3.3993	2	0	187.65	0.45826	0.67019	17	225 <= x < 250	
fewPR@BNBt\pRFQQQJJIIIQZEYQdkI|VNXHJJjfjjXi`V`@	Compound 703	Nadifloxacin	0.44	5.94	non-CNS	360.384	1.3754	-4.179	0.084132	6	2	252.44	0.29137	0.95986	26	350 <= x < 375	
fhiA`@@H|dwMkZ{IUgMT@@APPpP@	Compound 704	Naproxen		4.19	CNS	230.262	2.6947	-3.586	-0.51521	3	1	178.98	0.42348	0.68976	17	225 <= x < 250	
f`aP`DLZ@cTyEDhhTiiEFZj@Hj@@@	Compound 705	Neostigmine			CNS	223.295	-3.3614	-1.66	-3.3614	4	0	178.49	0.51935	0.59188	16	200 <= x < 225	
fjmQB@BJL@HrQZJJIJHkYIVgAij`VBJj@PQ@	Compound 706	Neticonazole hydrochloride	6.4		non-CNS	302.441	3.9479	-4.326	3.9044	3	0	252.74	0.42096	0.74499	21	300 <= x < 325	
eol\LH@BGCaID`LSHhdeidhdhhlhldhZFO@faekmch@Ijjjj``Xbb@@@	Compound 707	Nicergoline	8.12		CNS	484.392	3.3973	-3.509	2.5866	6	0	322.49	0.35695	0.99874	31	475 <= x < 500	
fkoiPBHFRUXDQgnDhyInUuVU]fV`akZ@BjjjijYb@@	Compound 708	Nifekalant hydrochloride	8.31		non-CNS	405.453	-0.945	-2.892	-2.283	10	2	313.19	0.67418	0.75329	29	400 <= x < 425	
fgQpBHA@aNZmOBT]dTtRTLTTTTReJbJxIpV`@jYjZZjjJDj@@	Compound 709	Nimodipine			CNS	418.444	2.2272	-3.831	2.2272	9	1	320.05	0.49815	0.86986	30	400 <= x < 425	
fluQB@AJbBHRYVyV]VgMNBf@HZ``P`@@	Compound 710	Nordazepam			CNS	270.718	2.6263	-4.696	2.6263	3	1	200.88	0.28839	0.8075	19	250 <= x < 275	
ffsHB@LZLT@QdbbbQbbVbrvIRVgQrViZ`XJJjb@@	Compound 711	Olanzapine	7.24		CNS	312.440	3.0388	-3.042	2.8094	4	1	236.55	0.25625	0.85157	22	300 <= x < 325	
ehRVL@@BACko`PDCLbfbbbVdReRvTTRbrXDJjv^~AZfjjjB@``XiA@@@	Compound 712	Olmesartan		3.24	non-CNS	446.509	3.2081	-4.739	-3.2859	9	3	345.27	0.53489	0.90925	33	425 <= x < 450	
ei[VF@@C@bZ^QPDLAEBlbbRRrfbbbVdReRvTTRbrHh\BNnqYyEZjjZZjjhHBBAbeA@@@	Compound 713	Olmesartan medoxomil		5.85	non-CNS	558.593	3.8812	-6.419	0.75015	12	2	422.11	0.48654	0.93464	41	550 <= x < 575	
ff}Pp@EZ@afRuR[f]ue[XT`qZB@f@Bf@@@	Compound 714	Olsalazine	-0.02	2.93	non-CNS	302.241	2.1406	-3.542	-2.333	8	4	216.94	0.44241	0.74806	22	300 <= x < 325	
ea]RN@@HjgdPACDa`X\bbbbbbbtQdJfbUbRTTTgFbgcaRqsPMAUEUUMSUMUTTQqKDUEh@@	Compound 715	Omadacycline	10.68	7.13	non-CNS	556.658	-0.1008	-2.782	-7.2167	11	6	397.01	0.41141	1.0692	40	550 <= x < 575	
fakqb@BTeCIPAFRSQIJIIQIHiK`gICEij`@HBj`H@h@@	Compound 716	Omeprazole			non-CNS	345.422	2.092	-2.721	2.0865	6	1	260.23	0.40336	0.83313	24	325 <= x < 350	
ffsq@@EFrCHhhhhidehcDsPeNSfkTtEPUCMECE@@	Compound 717	Ondansetron	7.34		CNS	293.369	2.2259	-2.004	1.9518	4	0	227.33	0.2899	0.88837	22	275 <= x < 300	
fmoq@@LBLCHdhdldeEEEDhl^Brvlqkjjjjh@``BP@@	Compound 718	Opipramol	7.86		CNS	363.503	3.3967	-3.777	2.4798	4	1	293.61	0.46581	0.76523	27	350 <= x < 375	
do~L@MAirJIJHsIRn`BJjh`R@@	Compound 719	Orciprenaline	9.52		non-CNS	211.260	0.4502	-1.142	-1.0064	4	4	167.05	0.50672	0.63466	15	200 <= x < 225	
el\XJ@@B`DE@elbbRRRbRRbVbrRTURRpHZjjjjZjjfjjh@@	Compound 720	Orlistat			non-CNS	495.742	7.6187	-6.856	7.6187	6	1	431.96	0.63855	0.75474	35	475 <= x < 500	
fbua@@E@rQQJJIQIJHvS{MU@DPE@DHT@@	Compound 721	Orphenadrine	8.87		CNS	269.387	3.2497	-2.655	1.768	2	0	230.12	0.49821	0.62953	20	250 <= x < 275	
ffmPP@CN@aQTfVUyWeVeijZjjjjZ@@	Compound 722	Oseltamivir	9.31		non-CNS	312.408	0.9333	-2.448	-0.98068	6	2	254.27	0.49403	0.79977	22	300 <= x < 325	
eiWPC@@@DKDaecg`\^Q\bbVTTbTUbRtfbbuRbTTrHhdL|BJjvnIiZfjjjjjjjjjjjjj`@@	Compound 723	Ouabain		7.18	non-CNS	584.656	-1.4423	-2.72	-1.8662	12	8	383.26	0.38605	1.0203	41	575 <= x < 600	
fcqR@FJshuoU@DYHiEDTheYhhihTlLyKMU{jjjfYiZ`@j@@@	Compound 724	Oxacillin		3.75	non-CNS	401.442	2.0978	-3.315	-1.5514	8	2	278.01	0.41726	0.93298	28	400 <= x < 425	
daE@@@IIf]njjh@@	Compound 725	Oxaliplatin	9.99		non-CNS	114.191	-0.4478	-1.504	-3.0342	2	2	97.08	0.29973	0.59947	8	100 <= x < 125	
fbuq`BHZBABhRcdfyeUuuaRlyhBBjjjJEj@@	Compound 726	Oxamniquine	9.89		non-CNS	279.339	-1.1156	-3.18	-3.617	6	3	217.26	0.42007	0.8024	20	275 <= x < 300	
ffsA`@@HKdTRRTRaRfbThqVg^cejjjjjjjjyRL`ejVgeE@@	Compound 727	Oxandrolone	-0.53		non-CNS	306.444	2.8769	-3.875	2.8769	3	1	221.69	0.21437	0.92462	22	300 <= x < 325	
ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@	Compound 728	Oxaprozin		4.95	CNS	293.321	3.5595	-4.153	1.1119	4	1	232.85	0.43513	0.76657	22	275 <= x < 300	
fbmPb@AJ|dDPdrmrljoSfgQs@DMPTBDPuP@	Compound 729	Oxazepam			CNS	286.717	2.2758	-4.51	2.2755	4	2	205.97	0.2841	0.83479	20	275 <= x < 300	
fluP`@NQ@EIfVVWV~Je[rV`h@`FH@@@	Compound 730	Oxcarbazepine			CNS	252.272	2.6201	-4.95	2.6201	4	1	187.6	0.21501	0.86118	19	250 <= x < 275	
fegq@`NFchDPjHkDSbLbbbTRRJbRTLVsIQSt\DCEUThPDPBCD	Compound 731	Oxiconazole	6.74		non-CNS	429.133	5.429	-6.061	5.3434	4	0	302.91	0.42656	0.77872	26	425 <= x < 450	
