Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	
dg\`@@rfRVUyWt~Zx@H@@	6.75	25	mean from 2	a1/apparent		acidic	2116	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4630; 4629; 4628; 4627; 3535; 3536; 2118; 2117; 2115	0.012229001	0.7863775	
dg\`@@rfRVUyeN~ZxB@@@	-0.84	25	spectrophotometric	a1/apparent		basic	2117	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4630; 4629; 4628; 4627; 3535; 3536; 2118; 2115; 2116	-0.008167873	0.7935488	
dg\`@@rfRVUyeN~ZxB@@@	6.9	25	spectrophotometric	a1/apparent		acidic	2118	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4630; 4629; 4628; 4627; 3535; 3536; 2115; 2116; 2117	-0.022896267	0.7619764	
dg\``Bx{BHRYe_eXXHHZ|@@	5.84	25	mean from 2	a1/apparent		acidic	2119	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2126; 2125; 2124; 2123; 2120	0.24169575	-0.45180288	
dg\``Bx{BHRYe_eXXHHZ|@@	-0.77	25	spectrophotometric	a1/apparent		basic	2120	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2126; 2125; 2124; 2123; 2119	0.24101448	-0.43332812	
dg\``Bx{CDRYe_eXXHHZ|@@	6.35	25	mean from 2	a1/apparent		acidic	2121	1	1	2122	0.72018343	0.26681075	
dg\``Bx{CDRYe_eXXHHZ|@@	-0.8	25	spectrophotometric	a1/apparent		basic	2122	1	1	2121	0.731301	0.22835141	
dg\``FD{BHRYV}ekh@bZ|@@	6.0	25	mean from 2	a1/apparent		acidic	2123	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2126; 2125; 2124; 2119; 2120	0.2800182	-0.43116316	
dg\``FD{BHRYV}ekh@bZ|@@	-0.78	25	spectrophotometric	a1/apparent		basic	2124	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2126; 2125; 2119; 2120; 2123	0.24314967	-0.47250572	
dg\``ND{BHRYWUeih@JZ|@@	6.15	25	mean from 2	a1/apparent		acidic	2125	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2126; 2119; 2120; 2123; 2124	0.26146647	-0.44237363	
dg\``ND{BHRYWUeih@JZ|@@	-0.79	25	spectrophotometric	a1/apparent		basic	2126	0.97331; 0.97331; 0.97331; 0.97331; 1; 1; 1; 1; 1	9	4634; 4631; 4632; 4633; 2119; 2120; 2123; 2124; 2125	0.281742	-0.45210063	
dg\h@Bx{AIfU~Ua``akp@@	6.1	25	spectrophotometric	a1/apparent		acidic	2127	1	1	2128	0.9212859	0.03926624	
dg\h@FD{AIe[vVn`BIkp@@	6.45	25	spectrophotometric	a1/apparent		acidic	2128	1	1	2127	0.93276304	0.056004487	
dg\hANESAYOdfYYwVfBBQf@ch	9.4	25	spectrophotometric	a2/apparent	O-H	acidic	2129		0		0.08922283	-0.9296978	
dg\lPLXYaC@HhHrRRqIIZ\JuMMMA@h	7.3		spectrophotometric	a/apparent		acidic	2130		0		-0.78078413	-0.18422101	
dg\lPLXYaC@HhHrRRqIZJ\JuMUL`@	7.4		spectrophotometric	a/apparent		acidic	2131		0		-0.048317675	-0.8308948	
dg]@@@GIEDehhktmTuUTD@`	12.13	25	potentiometric	a/apparent		basic	2132		0		-0.5403443	-0.3474239	
dg]@@@IIUYyT{zjh@@@@	7.23	25	potentiometric	a/apparent		basic	2133	0.95174; 0.95174	2	4400; 1123	0.87285686	-0.25004753	
dg]@@@mJUUUT{jjjjh@@	9.6	20	potentiometric	a/apparent		basic	2134	1; 1; 1; 1; 1; 1; 1; 1	8	7650; 7374; 7290; 5188; 377; 384; 1303; 1856	0.47550952	0.30191627	
dg]B@DDNNtfU{YbijijfdHbZ@@	3.6			a/apparent		acidic	2135		0		0.84362084	-0.5150151	
dg]B@hTDNxeNV[yInUv[aZ@Bi`@@	6.51	25	spectrophotometric	a1/apparent		acidic	2136	1	1	2137	0.19564956	0.5582012	
dg]B@hTDNxeNV[{HihdhXipm@ATp@@	6.67	25	spectrophotometric	a1/apparent		acidic	2137	1	1	2136	0.1819792	0.57568246	
dg]BAHTDXxeNR[f]vFV``JX@@	6.78	25	spectrophotometric	a1/apparent		acidic	2138		0		0.7727711	0.6280294	
dg]BAHtDTxeNR[e]nxV`@fh@@	7.92	27	mean from 2	a1/apparent	N(CH3)O-H	acidic	2139		0		-0.33193198	0.8793411	
dg]D@BdCrJJJQIjRkTuUL`@	9.7		spectrophotometric	a/apparent		acidic	2140	1	1	4645	-0.6159055	-0.7211125	
dg]D@DlNrJJHsQIG[UM@@AEH	7.32	25	spectrophotometric	a1/apparent		acidic	2141		0		0.60523075	0.7923505	
dg]D@DlNrJJHsQIG[US@@@@	7.75	25	spectrophotometric	a1/apparent		acidic	2142		0		0.8253833	-0.55343884	
dg]D@LTDRYYWueVjjjn@@	5.44			a/apparent		basic	2143	0.95174	1	680	-0.17762396	-0.68728983	
dg]DAHdDbTyInUvWaZ@Bj`@@	1.7	25	spectrophotometric	b1/apparent	amine	basic	2144	1; 1; 1; 1	4	5597; 4870; 682; 683	0.2847529	-0.28056395	
dg]DbDqa@H[dfUgyzyijZj`@	11.41	28	spectrophotometric	a2/apparent		acidic	2145		0		-0.032001078	0.82051575	
dg]H@AtDie^}nf``aj@bX	8.87	25	potentiometric	a1/apparent	N=C-H	basic	2146	0.96832; 0.96832; 0.96832; 0.96832; 1	5	4306; 635; 636; 637; 2149	0.12547098	-0.35333902	
dg]H@DhDfUef}mj`bH@@	7.99			a/thermodynamic		basic	2147	1; 1; 1; 1	4	6240; 6239; 4877; 4649	0.5079533	-0.54342747	
dg]H@FTDfYU[avhHJJ@@	9.6	20	potentiometric	a/apparent	&2%	basic	2148		0		0.11483037	0.5589431	
dg]H@ItDie_UnF``Ij@bX	9.24	25	potentiometric	a1/apparent	N=C-H	basic	2149	0.96832; 0.96832; 0.96832; 0.96832; 1	5	4306; 635; 636; 637; 2146	0.13813643	-0.3362182	
dg]H@LdDeVUiafjjjj`@	10.52	22	potentiometric	a1/apparent		basic	2150		0		0.8862605	0.113631405	
dg]HBFTFeIfUVx]jBBb`@@	4.22	20	potentiometric	a/apparent	&1%	basic	2151		0		0.6366347	-0.4664033	
dg]HBLdIeIUeZXYjjjjh@@	7.42	22	potentiometric	a2/apparent		basic	2152		0		-0.043056726	0.9362891	
dg]H`Eo@BDigWYSnfjjV`@	7.55	30		a/apparent		basic	2153		0		-0.35894954	-0.78086483	
dg]L@AtDoHheIhTlnmUTmT@@	6.18	25	potentiometric	a1/apparent	OH	basic	2154	0.95174	1	666	-0.34912762	0.094712846	
dg]LAHLDnISlbfbRaRWBt@Ds@IMl@	10.16	25		apparent		acidic	2155	0.95174; 0.95174; 0.95174; 0.95174; 0.95174	5	732; 733; 734; 735; 736	-0.13905962	-0.7927928	
dg]LCHDDnISaeInUngiZ@Hj`@@	4.35	25		a1/apparent		acidic	2156	1	1	2157	-0.64927614	-0.34661797	
dg]LCHTDZISeeInYwhYZB@j`@@	5.03	25	spectrophotometric	a1/apparent		acidic	2157	1	1	2156	-0.6472462	-0.3688431	
dg]LCHtDVISeyInUm{aZ@Bj`@@	9.93	25	spectrophotometric	a2/apparent	N-H	basic	2158	0.98006; 1; 0.98006; 0.98006; 1	5	6544; 6126; 6101; 5418; 4890	-0.11374796	-0.072084084	
dg]LCHtDVISmeInUm{aZ@Bj`@@	5.75	25	mean from 2	a1/apparent	O-H	acidic	2159	1; 0.98006; 0.98006; 1	4	6127; 6102; 5419; 4891	-0.014001711	-0.13627376	
dg]L`LVDL@cIIKDedhLkP@Tp@@	10.02	20	potentiometric	a/apparent		acidic	2160		0		0.7741771	0.33983263	
dg]L`LnDD@cIIBhhd]ikTC@P@@	5.35		mean from 2	a/apparent	SO2NH4	acidic	2161	0.9771; 1	2	6482; 2162	0.750118	-0.35443008	
dg]L`LnDD@cIIBhhd]ikTC@P@@	1.58		mean from 2	b/apparent	NH2	basic	2162	0.9771; 1	2	6482; 2161	0.747596	-0.33289772	
dg^@@@ReYU]gZhHHh@@	10.08		potentiometric	a1/apparent	amino	basic	2163	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	6778; 6252; 5615; 5280; 4892; 4663; 4394; 4393; 3604; 3014; 745; 746; 1618; 1629; 2027	-0.1163881	-0.47192225	
dg^@@@RfUWuzZBBJh@@	5.09	24.9	spectrophotometric	a1/apparent		basic	2164	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	6779; 6253; 4396; 4395; 3601; 3013; 3011; 3010; 3005; 2730; 204; 747; 748; 1621; 1624; 1625; 1627; 2029; 2030	-0.3610551	-0.19823405	
dg^@@@RfYZzk`Hbjh@@	4.95	25	spectrophotometric	a1/thermodynamic		basic	2165	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 192; 193; 195; 197; 198; 199; 201; 214; 215; 2167; 1619; 1623; 1636; 2026; 2038	0.22375548	0.44419727	
dg^@@@RiU}Ukjjjjj@@	8.28	27		a/apparent	NH+	basic	2166	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	7860; 7857; 7688; 7686; 7683; 7594; 7547; 7428; 7425; 7312; 7257; 3736; 3205; 3025; 3016; 205; 207; 334; 429; 1630; 1875	-0.257194	-0.24809776	
dg^@@@rQQIRZrTpDEUT@@	6.7	25	spectrophotometric	a1/thermodynamic		basic	2167	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 192; 193; 195; 197; 198; 199; 201; 214; 215; 1619; 1623; 1636; 2026; 2038; 2165	0.3052528	0.43015555	
dg^@`A@HRfUWmzZjjjj@@	8.11	17	potentiometric	b/apparent		basic	2168	1	1	4105	-0.68720376	-0.71617174	
dg^@`L@HRf^UWTzZBBH@@	8.5	25		b/apparent		basic	2169	1; 1; 1; 1; 1; 1	6	4422; 3610; 3608; 769; 2170; 1677	0.8678015	-0.19090353	
dg^@`L@HRf^UYVzZBB`@@	8.43	25		b/apparent		basic	2170	1; 1; 1; 1; 1; 1	6	4422; 3610; 3608; 769; 1677; 2169	0.84848255	-0.19102585	
dg^B@D@]MIeeem[Z`hF@@@	3.63	21	mean from 2	thermodynamic	COOH	acidic	2171	0.9771; 0.9771; 1	3	4714; 4706; 2177	0.80047923	-0.13353935	
dg^BAHACnISdfue[iui`BF@cH	3.9	25	potentiometric	a/apparent		acidic	2172	1	1	2173	0.48508593	0.75407016	
dg^BAHACnISdfue]iUi`@f@cH	3.94	25	potentiometric	a/apparent		acidic	2173	1	1	2172	0.47869822	0.77389646	
dg^BAHACnISdfyWUnEh@Jf@@	4.54	25	spectrophotometric	a1/thermodynamic		acidic	2174	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	12	3620; 3619; 3618; 3615; 3617; 3616; 3614; 3613; 3611; 775; 776; 780	0.5789576	0.18338914	
dg^BAHACnISlbfbRaRgBt@Ds@QJ@	3.63	25		a1/thermodynamic		acidic	2175	1	1	2176	0.030272145	-0.91784674	
dg^BAHACnISlbfbRaRgBt@Ds@QL@	4.08	25		a1/thermodynamic		acidic	2176	1	1	2175	0.0112873735	-0.90566635	
dg^BBD@]L~RYYY[VvhJA`@@	8.16	20	potentiometric	thermodynamic	OH	acidic	2177	0.9771; 0.9771; 1	3	4714; 4706; 2171	0.81015587	-0.1528129	
dg^BaEFSl@aYoldTRRbeg[PPMC@@@	3.4	25	potentiometric	a1/apparent		acidic	2178	1; 1	2	2182; 2180	-0.63580143	-0.5568549	
dg^BaEFSlDQYoldTRRbeg[PPMC@@@	3.55	20	potentiometric	a1/apparent	COOH	acidic	2179	1; 1	2	2183; 2181	-0.28345084	-0.2746124	
dg^BaFe]L@aiOdieefQn`hFX@@	3.18	22	mean from 2	a1/apparent	COOH	acidic	2180	1; 1	2	2182; 2178	-0.6204784	-0.5451957	
dg^BaFe]LDQiOdieefQn`hFX@@	3.45	22	mean from 2	a1/apparent	COOH	acidic	2181	1; 1	2	2183; 2179	-0.30569232	-0.27902082	
dg^BaMFSl@cYoldTRRbjgKPPLS@@@	3.2	23	mean from 3	a1/apparent	COOH	acidic	2182	1; 1	2	2178; 2180	-0.6427532	-0.5356481	
dg^BaMFSlDSYoldTRRbjgKPPLS@@@	3.46	22	mean from 2	a1/apparent	COOH	acidic	2183	1; 1	2	2179; 2181	-0.3133362	-0.29776645	
dg^BbLaML@`~rRPjIIQKZuA@p@@	11.4	25	potentiometric	a1/apparent	SO2-NH-	acidic	2184	1; 1	2	4903; 4681	-0.43209162	-0.29252404	
dg^D@AADfuemSmjjp@@@	4.4	25	conductometric	1/thermodynamic		acidic	2185	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4907; 4689; 4690; 3657; 3654; 3647; 2199; 2198; 802	0.62945896	-0.30148166	
dg^D@AADfymmSmjjp@@@	3.7	25		1/thermodynamic		acidic	2186	0.95174	1	4469	-0.86547875	0.1354791	
dg^D@AALbfTbTJQvuUX@@@@	3.99	25	conductometric	a/apparent		acidic	2187	1	1	2201	0.13532801	-0.7935179	
dg^D@ABtfY_eSmjjjj`@	7.07	30	potentiometric	a1/apparent		basic	2188	0.96832; 0.9615	2	6149; 4476	-0.115477614	-0.035512738	
dg^D@CBldTtRRJgSPPQUDZP@	9.6	25	potentiometric	b/apparent		basic	2189	0.95174	1	837	0.12236165	0.8887308	
dg^D@D@\bbRbbQffuPLA@@@	10.0	25	mean from 2	a1/apparent		acidic	2190	1; 1	2	3641; 2191	0.62689716	-0.043087535	
dg^D@D@\bbRbbQvfuPLA@@@	10.15	25	mean from 2	a1/apparent		acidic	2191	1; 1	2	3641; 2190	0.62933016	-0.06603443	
dg^D@D@lbbbfdRivuPU@@@@	10.1	25	potentiometric	a1/apparent		acidic	2192		0		-0.31091204	0.7238931	
dg^D@IADfU]eSmjj`@@@	5.32	25	spectrophotometric	a/apparent		basic	2193	1	1	814	0.3398224	0.8368573	
dg^D@J@tiWYWUvjh@J@@	4.99	24.9	spectrophotometric	a1/apparent	NH	basic	2194	0.95174; 0.95174; 0.95174; 0.95174; 0.95174; 1	6	3966; 3677; 3676; 847; 1743; 2195	0.22611733	0.024924625	
dg^D@JCTiWYVuNjh@b@@	3.67	24.9	spectrophotometric	a1/apparent	NH	basic	2195	0.95174; 0.95174; 0.95174; 0.95174; 0.95174; 1	6	3966; 3677; 3676; 847; 1743; 2194	0.22148944	0.0062331483	
dg^D@KADfVUWYujBBJ@@	2.47	25	spectrophotometric	a/thermodynamic		basic	2196	1; 1	2	3639; 809	0.82664305	-0.23072492	
dg^D@KADfVU}YUjB@j@@	9.58	25	potentiometric	a1/apparent		basic	2197		0		-0.47337204	0.6636703	
dg^D@KADfyeUuMj``c@@	3.92	25	conductometric	a/apparent		acidic	2198	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4907; 4689; 4690; 3657; 3654; 3647; 802; 2199; 2185	0.6437504	-0.28533316	
dg^D@NADfvWeSmjk`@@@	3.91	25	conductometric	a/apparent		acidic	2199	1; 1; 1; 1; 1; 1; 1; 1; 1	9	4907; 4689; 4690; 3657; 3654; 3647; 802; 2185; 2198	0.6246969	-0.2802487	
dg^D@NALbbRTLRQvuUP@DUP@	8.32	20	potentiometric	b/apparent		basic	2200		0		-0.6937142	-0.678277	
dg^D@NALbfdRLRQvuUp@@@@	2.29	25	conductometric	a/thermodynamic		acidic	2201	1	1	2187	0.15589485	-0.80188304	
dg^DBAADyImUYT{Zjjjh@@	10.47	25	mean from 2	a1/apparent		basic	2202	1; 1; 1; 1; 0.9615	5	7725; 2673; 472; 1714; 1719	-0.41817078	-0.6114848	
dg^DBBABgHiheEBd]mUT@@@@	4.4	22	potentiometric	a2/apparent	COOH	acidic	2203		0		0.80407566	0.58526146	
dg^DBFBveIfUWdUZBBJ`@@	7.56	20	mean from 3	a1/apparent		acidic	2204		0		-0.94808924	-0.21992171	
dg^DBFB{yIfUWdUZBBJ`@@	9.58	20	spectrophotometric	a2/apparent		basic	2205		0		0.788614	-0.6070805	
dg^DBMAUyIfum{aZ@Bj`@@	10.0	25	potentiometric	a1/thermodynamic	OH	basic	2206		0		0.62393963	-0.76202714	
dg^DBNANeImUi\{Zjjjh@@	4.33	25		a1/apparent		acidic	2207	1; 1; 1; 1; 1	5	4694; 4483; 3661; 826; 1906	-0.6962055	-0.113563865	
dg^DHLa@BFdNdAdLddJdTjQvmUP@@@@	4.85	25	mean from 2	a1/apparent	N(1+)-H	acidic	2208	0.97331; 0.97331	2	5620; 4696	-0.0011059497	0.734027	
dg^DHLa@BMdCdKdLddlRTL`rm@AU@@@	8.98	25	potentiometric	a1/thermodynamic	SO2NH-H	acidic	2209		0		0.9299795	-0.2900795	
dg^D`LS`BLbbRTLRQvuTp@@@@	7.46	20	potentiometric	a1/apparent		acidic	2210	0.9615; 0.9615	2	4123; 1913	0.32149118	-0.5677458	
dg^H@AAIfUvun`HJj`@@	10.84	25	mean from 5	a1/apparent		acidic	2211	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	4912; 4703; 4700; 4699; 4698; 4507; 4508; 3675; 3669; 3668; 3667; 3400; 3399; 2518; 2498; 2221; 831; 832; 845; 846; 2216; 2215; 2212	-0.47909182	-0.07476927	
dg^H@AAIfUvun`HJj`@@	8.94	25	mean from 5	a1/apparent	N(1+)-H	basic	2212	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	4912; 4703; 4700; 4699; 4698; 4507; 4508; 3675; 3669; 3668; 3667; 3400; 3399; 2518; 2498; 2221; 831; 832; 845; 846; 2216; 2215; 2211	-0.45808098	-0.047760896	
dg^H@ACHhhdbddwPDEUP@@	8.65	25	potentiometric	b1/apparent		basic	2213	0.95174	1	4523	0.209714	0.6484665	
dg^H@ICHhhdeD\Nm@aQPDT`	-1.12	20	spectrophotometric	b1/apparent	OH	basic	2214		0		-0.36306378	0.7970822	
dg^H@ICHhheEXdwPDEUP@@	8.65	25	potentiometric	b1/apparent		basic	2215	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	4912; 4703; 4700; 4699; 4698; 4507; 4508; 3675; 3669; 3668; 3667; 3400; 3399; 2518; 2498; 2221; 831; 832; 845; 846; 2216; 2211; 2212	-0.41228318	-0.08064936	
dg^H@ICHhhheXdppDQUP@@	8.19	25	mean from 3	a1/apparent		basic	2216	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	4912; 4703; 4700; 4699; 4698; 4507; 4508; 3675; 3669; 3668; 3667; 3400; 3399; 2518; 2498; 2221; 831; 832; 845; 846; 2211; 2212; 2215	-0.46231836	-0.06762678	
dg^H@ICIEMDdXeptAAUP@@	10.2	25	potentiometric	a1/apparent	N(1+)-H	basic	2217		0		0.6182495	-0.67195404	
dg^HBEAYRYWUZih@Jjh@@	9.8	25	potentiometric	a1/apparent		acidic	2218	1; 1; 1; 0.96832; 0.96832; 0.96832; 1; 1	8	3685; 3686; 3684; 851; 853; 854; 2220; 2219	0.13133454	-0.2785591	
dg^HBEAYrJIJEIRTt@EUT@@	9.64	25	potentiometric	a1/apparent		acidic	2219	1; 1; 1; 0.96832; 0.96832; 0.96832; 1; 1	8	3685; 3686; 3684; 851; 853; 854; 2220; 2218	0.12027479	-0.29658112	
dg^HBEAYrJJIHiRMtAAUT@@	9.78	25	potentiometric	a1/apparent		acidic	2220	1; 1; 1; 0.96832; 0.96832; 0.96832; 1; 1	8	3685; 3686; 3684; 851; 853; 854; 2218; 2219	0.1354665	-0.25789374	
dg^HBI@NrJJJIVILLADUT@@	10.91	25	mean from 2	a1/apparent		basic	2221	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	4912; 4703; 4700; 4699; 4698; 4507; 4508; 3675; 3669; 3668; 3667; 3400; 3399; 2518; 2498; 831; 832; 845; 846; 2211; 2212; 2215; 2216	-0.43235978	-0.080504045	
dg^HBIBYrJJJIVILLADUT@@	10.02	25	spectrophotometric	a1/apparent	O-H	acidic	2222	0.96832; 0.96832; 1; 1; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832; 0.96832	16	7117; 7115; 4529; 4528; 2523; 2234; 2233; 2232; 2230; 2229; 851; 853; 854; 867; 868; 870	0.0595199	-0.28360733	
dg^H`DD@cHhdhhdYimTC@P@@	7.56	25	mean from 2	a1/apparent		acidic	2223	1; 0.95174; 1	3	3689; 1667; 2224	0.03430002	0.0049055684	
dg^H`DD@cHhdhhd]imTC@P@@	7.65	25	mean from 2	a1/apparent		acidic	2224	1; 0.95174; 1	3	3689; 1667; 2223	0.046006512	-0.014877025	
dg^H`EDICHhdhYdiSP@UUP@@	9.48	20	potentiometric	a/apparent		basic	2225		0		0.4767104	0.82288826	
dg^H`Ed@cHhhdeD\Nta@qPDILPCD	4.73	22	spectrophotometric	a1/apparent		acidic	2226		0		0.88656986	-0.3459126	
dg^H`IDIAIe[^Vf`@jj`@@	10.84	25	mean from 3	a1/apparent		acidic	2227	1; 0.97331; 0.97331	3	7116; 7079; 7078	0.15649274	-0.12402064	
dg^HbIDH`^RYVweih@Jjh@@	11.19	25	mean from 6	a2/apparent	N-H	basic	2228	1; 0.97331; 0.97331; 0.97331; 0.97331; 1; 1	7	7114; 7077; 7076; 5149; 4704; 2521; 866	0.065976545	-0.17013738	
dg^HbIDHbYRYVweih@Jjh@@	8.11	25	mean from 7	a1/apparent	O-H	acidic	2229	1; 0.97331; 0.97331; 0.96832; 0.96832; 1; 1; 1; 0.96832	9	7115; 5150; 4705; 4529; 4528; 2523; 867; 2234; 2222	0.019039365	-0.2718132	
dg^HbIDIBYRYVweih@Jjh@@	8.23	25	mean from 4	a1/apparent		acidic	2230	1; 0.96832; 0.96832; 1; 1; 0.96832	6	7117; 4529; 4528; 868; 2233; 2222	0.07332116	-0.32561168	
dg^HbIDLP^RYVweih@Jjh@@	10.67	25	mean from 3	a1/apparent		basic	2231	1	1	869	0.7839018	0.3014236	
dg^HbIDLRYRYVweih@Jjh@@	7.7	25	mean from 5	a1/apparent	N(1+)-H	acidic	2232	0.96832; 0.96832; 1; 0.96832	4	4529; 4528; 870; 2222	0.024772136	-0.29414526	
dg^HbIHIBYrJJKPjIMtDAUT@@	7.26	25	potentiometric	a1/apparent		acidic	2233	1; 0.96832; 0.96832; 1; 0.96832; 1	6	7117; 4529; 4528; 868; 2222; 2230	0.052051425	-0.32094043	
dg^HbIxHbYrJJIQVILLADUT@@	7.5	25	potentiometric	a1/apparent		acidic	2234	1; 0.97331; 0.97331; 0.96832; 0.96832; 1; 1; 0.96832; 1	9	7115; 5150; 4705; 4529; 4528; 2523; 867; 2222; 2229	0.03870614	-0.27733934	
dg^J@D@YW\bbRRbeQTuULuRDQQ@@	3.5	20	potentiometric	a/apparent		acidic	2235		0		-0.21445633	0.90776235	
dg^JAHAENxeNR[e]nxV`@jXbR@@	2.99	25	conductometric	apparent		acidic	2236	1; 1	2	2238; 2237	0.5136874	-0.5653837	
dg^JAHAENxeNrJZIJFZ\KP@ULQI@@	3.03	25	conductometric	thermodynamic		acidic	2237	1; 1	2	2238; 2236	0.50596076	-0.5951488	
dg^JAHAENxeNrJZJIJVCKPDELQq@@	3.15	25	conductometric	apparent		acidic	2238	1; 1	2	2236; 2237	0.52504504	-0.58327776	
dg^JAHAFNxeNR[fU~EV``bX@@	2.9	25		apparent		acidic	2239	1	1	2241	0.005286088	0.8441919	
dg^JAHAFtxeNR[f]{FV``Ih@@	5.4	25	spectrophotometric	a1/apparent		acidic	2240		0		0.5653523	-0.7788693	
dg^JAHAINxeNR[e]VxV`@jX@@	2.89	25		thermodynamic		acidic	2241	1	1	2239	0.0039762347	0.8632941	
dg^JAHAMNxeNR[e[YxV`@ih@@	3.14	20	potentiometric	a/apparent		acidic	2242		0		0.19483942	-0.77844584	
dg^JPLaMNpBE|LddlRVT`rm@AM@@@	1.42	25	potentiometric	a/apparent	&1%	acidic	2243	1; 1	2	2245; 2244	0.5936006	-0.41415355	
dg^JQLaMNpBE|Cz~rRRqIYRCJt@Dt@@	10.0	25	potentiometric	a/apparent	&3%	acidic	2244	1; 1	2	2245; 2243	0.57414645	-0.41197568	
dg^JRLaMNpBE|K{IIKDeeHLkP@SP@@	6.38	25	potentiometric	a/apparent	&2%	acidic	2245	1; 1	2	2243; 2244	0.5582031	-0.42746046	
dg^J`jaLdp|D{NjY{IIKMEEimmUAA@@@	12.42	25	potentiometric	a3/apparent		acidic	2246	1; 1	2	2249; 2247	0.119427964	0.57942265	
dg^JaJaLdp|LzirRRsQQZ[[UPPP@@	5.06	25	potentiometric	a1/apparent	-PO2(-)OH	acidic	2247	1; 1	2	2249; 2246	0.11016047	0.5378946	
dg^JbAaLZpBL{IIJieDd]kUUUT@@	6.91	20	mean from 2	a1/thermodynamic	SO3H	basic	2248		0		0.049934637	-0.63867605	
dg^JcJaLdp|D{Nj\ddltTVfvuTDD@@@	9.44	25	potentiometric	a2/apparent		acidic	2249	1; 1	2	2246; 2247	0.09231994	0.5505024	
dg^L@BAARYUVuNvii@@BB`	5.9	25	potentiometric	a1/apparent		acidic	2250		0		0.7086531	0.59194183	
dg^L@DCSR[fUYVvjBA`@@	4.23	25	mean from 2	thermodynamic		acidic	2251	1; 1; 1; 0.9615	4	6271; 4922; 4718; 2693	0.2537051	-0.080414675	
dg^L@JAArJIQIPiG[Tu@@AAP	8.95	20	potentiometric	a1/apparent		acidic	2252		0		0.8566684	-0.3320189	
dg^L@NAFR[f^uNvjZjj@@	3.86			a/apparent		acidic	2253	0.96832	1	2691	-0.63958186	0.5889338	
dg^LAHAKbTyInYVTYZ@`j`@@	4.2	25	potentiometric	apparent		acidic	2254	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	6328; 5624; 5155; 5154; 4550; 4551; 4552; 3710; 2531; 2528; 2529; 880; 883; 884; 1797; 1798; 1799; 2255	0.5140276	-0.23221321	
dg^LAHAMbTyInUeWaZ@Bj`@@	7.73	25	potentiometric	a/apparent		acidic	2255	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	6328; 5624; 5155; 5154; 4550; 4551; 4552; 3710; 2531; 2528; 2529; 880; 883; 884; 1797; 1798; 1799; 2254	0.5479974	-0.23852849	
dg^LBAAMFTfVUVyMjBBb@@	0.03		spectrophotometric	a/apparent		acidic	2256	1	1	2257	0.7676045	-0.5311037	
