CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	
136572-09-3	Irinotecan hydrochloride trihydrate	(S)-4,11-diethyl-3,4,12,14-tetrahydro-4-hydroxy-3,14-dioxo1H-pyrano[3’,4’:6,7]-indolizino[1,2-b]quinolin-9-yl-[1,4’bipiperidine]-1’-carboxylate hydrochloride trihydrate	MI, 14, 5091	Oncology (Williston Park). 1998 Aug 12(8 Suppl 6):39-42	31.01.1985	1994	Yes	L01XX19					Parenteral		Plasmatic proteins				Diarrhoea, Hypersensitivity reactions, Hypertension, Nausea, Neutropenia, Thrombosis	DNA, Enzyme	0, DNA topoisomerase I	Oncology	Antineoplastic	eoXrIH@LG@VXK@fkoc[WPHc@eEEEDdliLiddbbeMDeeDd@NEIMKHlbmcbZU]VjZZ`jBXHJZjjjh`j@q@@			65		13.8 - 14.2		157	
117976-89-3	Rabeprazole Sodium salt	2-[[4-(3-methoxypropoxy)-3-methylpyridin-2-yl]methylsulfinyl]benzimidazol-1-ide sodium	MI, 14, 8089	Expert Rev Gastroenterol Hepatol. 2012 Aug 6(4):423-35	19.05.1988	1997	Yes	A02BC04					Oral	Small intestine	Plasmatic proteins		Thioether metabolite, Carboxylic acid metabolite Sulfone metabolite, Desmethyl-thioether metabolite, Mercapturic acid conjugate metabolite, Desmethyl metabolite	20	Asthenia, Asthenia, Cough, Diarrhoea, Headache, Insomnia, Mouth dryness, Pharyngitis, Rash	Enzyme	H+/K+ ATPase	Metabolism	Antiulcer	fe{qaBBTeCOPAD}BgSgIIhdeDdhddtdapSdabtuP@DAUTA@E@@		3.5	97	52	0.7 - 1.5			
177036-94-1	Ambrisentan	2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid	MI, 14, 384	Ther Adv Respir Dis. 2012 Dec 6(6):331-43	27.10.1994	2007	Yes	C02KX02					Oral	GI tract	Albumin, alpha-1-acid glycoprotein	Liver		7,5	Anemia, Asthenia, Dizziness, Dyspnea, Facial flushing, Headache, Hepatic enzyme levels elevated, Hypotension, Nausea, Nose bleed, Oedema, Palpitations	GPCR, GPCR	Endothelin receptor ET-A, Endothelin receptor ET-B	Cardiovascular	Antihypertensive	fcoPP@EZ@`gDfyZYYeuVWStjv{ZjjB@@@B`@a``@		1.5	99		13.6 - 16.5			
54-30-8	Camylofine chlorhydrate	3-methylbutyl 2-[2-(diethylamino)ethylamino]-2-phenylacetate dihydrochloride		J Drug Target. 2010 Sep 18(8):589-601	28.01.1955			A03AA03		Chemical classification (according ATC code)	Synthetic anticholinergic, esters with tertiary amino group		Oral					200	Hypersensitivity reactions, Mouth dryness, Rash, Urinary troubles					fi}Pa@NYPPDQBHpCJIQIQIIQJsHIVjjB`jJhaR`@								
7554-65-6	Fomepizole	4-methyl-1H-pyrazole	MI, 13, 4252	J Clin Pharmacol. 2009 Feb 49(2):130-7	27.09.1932	1998	Yes	V03AB34					Parenteral				Inactive (4-carboxypyrazole)		Anemia, Bradycardia, Diarrhoea, Dizziness, Drowsiness, Dyspepsia, Headache, Hiccup, Nausea, Nausea, Tachycardia, Taste alteration			Metabolism		gFt@ADi_FZd@							0.7	
543-15-7	Heptaminol hydrochloride	6-amino-2-methyl-2-heptanol hydrochloride	MI, 12, 4691	Am J Ther. 2012 Jan 19(1):e8-17	20.01.1965	1953		C01DX08	H2O, EtOH									450	Mydriasis, Rash, Tachycardia			Cardiovascular	Analeptic, Positive inotropic, Vasodilator	dmfH`I`Hc@eHbeJjjhD`@								
5989-77-5	Dihydroergotamine tartrate		MI, 12, 3217	Cephalalgia. 2013 Oct 33(13):1122-31	16.07.1953	1946	Yes	N02CA01	CHCl3/EtOH, 1/1	Chemical classification (according ATC code)	Ergot alkaloid		Parenteral					1	Dizziness, Hypersensitivity reactions, Hypertension, Nausea, Paresthesia	GPCR	Serotonin 1d (5-HT1d) receptor	Central Nervous System	Antimigraine	g`]mPD@@DCCI\eVhsxRU@VGGbYjGSeqEjMVgWowHhhhhdeCEKDemCDeDmDde@uEEEDdhXiXdmhXdhehddhFiiihpDREE`HtFOOfJerUBiT[LVkCmtGCITnPjVkeJmUUUTpTDMUUPPLMUUUTpTDMUUPPLMUSUEETTUcABBDPIEd~QuORsS]JLdqS@@								
137234-62-9	Voriconazole	(2R,3S)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1,2,4-triazol-1-yl)butan-2-ol	MI, 13, 10093	Drugs. 2007 67(2):269-98	07.08.1991	2002	Yes	J02AC03		Chemical classification (according ATC code)	Triazole derivative	Yes	Oral		Plasmatic proteins	Liver	Inactive (N-oxide voriconazole)	400	Blurred vision, Bone marrow suppression, Depression, Diarrhoea, Dizziness, Headache, Hepatic enzyme levels elevated, Oedema, Rash, Vomiting			Infectiology, Metabolism	Antifungal	fi{iC@BL}gj`R@Y@\adTTRTLabTRfrSNIjwlAAUPTEBpRJPT@@		1 - 2	58	96	6		4.6	
583-03-9	Fenipentol	1-phenylpentan-1-ol	MI, 13, 4002	Gastroenterology. 1983 Jun 84(6):1578-84	30.03.1961			Not yet attributed											Epigastric misery, Nausea			Metabolism	Choleretic	dcLH@@RYeUqVhHHbHh@								
77337-73-6	Acamprosate calcium	3-(Acetylamino)-1-propanesulfonic acid calcium salt	MI, 13, 17	Am J Addict. 2008 Jan-Feb 17(1):70-6	04.12.1980	1989	Yes	N07BB03 				Yes	Oral		Plasmatic proteins			2000	Depression, Diarrhoea, Erectile dysfunction, Nausea, Pruritus, Rash			Central Nervous System, Metabolism		fnePKFAYQ`bkN}TAQ@HLD@Tg^{@iITdhCIJdeEjjYZjf@@			0	11	20 - 33	11	0.96 - 1.45	
520-27-4	Diosmin	5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	MI, 13, 3327	Dis Colon Rectum. 1992 Nov 35(11):1085-8	21.06.1979	1971		C05CA03		Chemical classification (according ATC code)	Bioflavonoid		Oral	GI tract					Diarrhoea, Nausea			Cardiovascular		em_PO@@@NIOLjnigo`TZYU\bbbTTVLRRTtrTRfrJbTTrXxTLbJVNYyZAbHBBbjjjjjjj`iQIMHZKHyPkEDif\p@								
124832-27-5	Valacyclovir hydrochloride	2-[(2-amino-6-oxo-3H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methylbutanoate hydrochloride	MI, 13, 9966	J Med Virol. 1993 Suppl 1:150-3	16.02.1989	1995	Yes	J05AB11				Yes	Oral			Liver	Aciclovir, Valine	3000	Diarrhoea, Dizziness, Headache, Photosensitization, Pruritus, Vomiting			Infectiology, Metabolism	Antiviral	facXR@LLEKQXVBdDQ`RbTTRjRRTttxIVfjVZjijjhY`@		2		54	3	15		
108612-45-9	Mizolastine	2-[[1-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]piperidin-4-yl]-methylamino]-1H-pyrimidin-6-one	MI, 13, 6242	Clin Exp Allergy. 1999 Mar 29 Suppl 1:3-8	13.03.1987	1998		R06AX25					Oral	GI tract	Plasmatic proteins	Liver		10	Asthenia, Diarrhoea, Dizziness, Drowsiness, Dyspepsia, Headache, Mouth dryness, Nausea, Weight gain	GPCR	Histamine H1 receptor	Allergology		e`RVHH@AMCNemo`ICHhdleEEMDdebhidePqiXeTTu\}@AULEAQUMRdT@@@		1.5	98.4	65	13			
652-37-9	Acefylline	2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetic acid	MI, 13, 25	Thorax. 1979 Aug 34(4):540-2	20.04.1954			R03DA09		Chemical classification (according ATC code)	Xanthine								Gastrointestinal ulceration, Hair loss, Headache, Hyperglycemia, Insomnia, Nausea, Palpitations, Tachycardia, Urinary troubles			Central Nervous System	CNS Stimulant	fhiHP@DXUh@oArJJJJXiYQdmFZjfiif@@								
122647-32-9	Ibutilide fumarate	N-[4-[4-[ethyl(heptyl)amino]-1-hydroxybutyl]phenyl]methanesulfonamide but-2-enedioic acid	MI, 13, 4908	Ann Pharmacother. 1999 Jan 33(1):38-47	28.11.1985	1996	Yes	C01BD05		Chemical classification (according ATC code)	Antiarrhythmic, class III		Parenteral		Plasmatic proteins	Liver		1	Headache, Hypotension, Nausea, Orthostatic hypotension, Tachycardia			Cardiovascular	Antiarrhythmic	ec}rED@L@keXDCMcfRvu}p@aXHrRPzIKJYIQIYICRPzIKJYIQIYICJYJRJXdkT@EUUUURu@AUUUUTts@AAW@			40		2 - 12			
14484-47-0	Deflazacort	(11beta,16beta)-21-(acetyloxy)-11-hydroxy-2'-methyl-5'H-pregna-1,4-dieno[17,16-d]oxazole-3,20-dione	MI, 13, 2881	Drugs. 1995 Aug 50(2):317-33	03.04.1984	1985		H02AB13		Chemical classification (according ATC code)	Glucocorticoid		Oral					15	Acne, Bone weakness, Confusion, Depression, Euphoria, Gastrointestinal ulceration, Hypertension, Insomnia, Irritability, Weight gain	Nuclear receptor	Glucocorticoid receptor	Immunology, Metabolism	Anti-inflammatory, Immunosuppressant	e`RXF@@J`KNicglbbRfbTLVRbTrTvreCBag`RQWPsRuUUUUUKUMUPcBDfdLgdBbTJP@								
114-07-8	Erythromycin		MI, 12, 3720	J Antimicrob Chemother. 2007 Mar 59(3):347-58	29.09.1953	1952	Yes	J01FA01	MeOH, EtOH	Chemical classification (according ATC code), Reference, Therapeutic use	Macrolide, J Antimicrob Chemother. 2007 Mar 59(3):347-58, Prokinetic agent		Oral		Plasmatic proteins	Liver		1000	Diarrhoea, Nausea, Ototoxicity, Rash			Infectiology, Metabolism	Antibacterial, Anti-inflammatory	elzxK@@@pDIMDbfk`RVYS\bbTTTtbRfababRTbfbbcVrefLvQ^am]ZjjjjjjjjjfjjjjjjiKBDRb\QRFKqASI]IY[HyPqF\kVVh@		1 - 4	70 - 95		1.5 - 2.5			
115956-13-3	Dolasetron mesilate	(2 alpha,6 alpha,8 alpha,9a beta)-octahydro-3-oxo-2,6-methano-2H-quinolizin-8-yl-1H- indole-3-carboxylate monomethanesulfonate, monohydrate	MI, 13, 3445	Drugs. 1997 Aug 54(2):273-98	11.05.1988	1997	Yes	A04AA04 					Oral	GI tract	Plasmatic proteins	Liver	Active (Hydrodolasetron)	200	Dizziness, Headache, Hepatic enzyme levels elevated, Hypotension	LGIC	Serotonin 3 (5-HT3) receptor	Central Nervous System	Antiemetic	eg`TNH@MIhDLJHlk`@cII@uEDedleMEDeahYiYxEuMl\mMUUUSRDAUAGBLUdBP@		0.75	70	75	0.17	90	1.5	
6109-70-2	Aceclidine Hydrochloride	1-azabicyclo[2.2.2]octan-3-yl acetate hydrochloride	MI, 13, 8174	Ophthalmologica. 1980 180(4):181-7	14.12.1976			S01EB08		Therapeutic classification (according ATC code)	Parasympathomimetic								Bradycardia, Salivation increased			Ophthalmology	Antiglaucoma	dknD`Ec@bDEgfUWUMjjjjbj@@								
188062-50-2	Abacavir Sulfate	[(1S,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol sulfuric acid	MI, 13, 1	Drugs. 2000 Aug 60(2):447-79	03.01.1990	1999	Yes	J05AF06				Yes	Oral		Plasmatic proteins	Liver		600	Anorexia, Diarrhoea, Fatigue, Fever, Headache, Rash, Vomiting			Infectiology, Metabolism	Antiviral	eoRsFH@COHbjfhRVYU]XDLBJE`@cII@theeEDehbhBeDlhhdmDUEM@hlbaio`ZVQY[WUjjZhDBjjij`PJjhjHcaZHy@h@		1 - 1.5	49	83	1.5		0.8	
133099-07-7	Darifenacin hydrobromide	2-[(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl]-2,2-diphenylacetamide hydrobromide	MI, 13, 2848	Expert Opin Pharmacother. 2007 Mar 8(4):511-23	19.09.1990	2004	Yes	G04BD10					Oral		Alpha-1-acid glycoprotein	Liver		7,5	Blurred vision, Diarrhoea, Dizziness, Epigastric misery, Haematuria, Nausea, Occular irritation, Urinary troubles			Neuromuscular		ehRTDH@LDhO`LS@eMHhhhdddmjeDeLoBhjdlcko`Vj`B`B`j@BhHhNH@@			98	15 - 19	13 - 19		2.2	
50293-90-8	Levalbuterol hydrochloride	4-[(1R)-2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol hydrochloride	MI, 13, 215	Curr Allergy Asthma Rep. 2007 Jul 7(4):310-4	21.03.1995	1999	Yes	R03AC02											Cough, Diarrhoea, Dizziness, Dyspepsia, Dyspnea, Hypertension, Hypokalemia, Mouth dryness, Nausea, Tachycardia	GPCR	Adrenergic receptor beta-2	Respiratory	Antiasthmatic, Bronchodilator	fdqab@KPehDP`lrovm\E@PUUUDEP@								
69655-05-6	Didanosine	9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	MI, 13, 3125	Drugs. 1996 Dec 52(6):928-62	30.12.1986	1991	Yes	J05AF02				Yes	Oral		Plasmatic proteins	Intracellular	Active (dideoxyadenosine triphosphate)	400	Diarrhoea, Fatigue, Headache, Lactic acidosis, Peripheral neuropathy, Rash, Vomiting			Infectiology, Metabolism	Antiviral	fhyI`@DTyHF`yEDhdbhdls`iV\uRmUUUHTkP@			0 - 5	20 - 40	1.4 - 1.5		0.72	
16846-24-5	Josamycin		MI, 13, 5286	J Antimicrob Chemother. 1993 May 31(5):749-54	18.01.1972	1980		J01FA07 	MeOH, EtOH, CHCl3	Chemical classification (according ATC code)	Macrolide	No	Oral	Small intestine		Liver	Active	2000	Diarrhoea, Epigastric misery, Hepatic enzyme levels elevated, Hypersensitivity reactions, Nausea, Rash			Infectiology, Metabolism	Antibacterial	eesxO@@FPDACODiod\^]X|z|bbRbbrbTRbjbTRRTRRfnbLRTTVLrfupIKokUUUTmUUMUUSUUUUUTuUPQDhdblfRjRrvUt^`JIRjmSj}bEeu@		1 - 4	15		2	85 - 100		
33069-62-4	Paclitaxel	(2alpha,5beta,7beta,10beta,13alpha)-4,10-Diacetoxy-13-{[(2R,3S)-3-(benzoylamino)-2-hydroxy-3-phenylpropanoyl]oxy}-1,7-dihydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate	MI, 12, 7117	Angiogenesis. 2013 Jul 16(3):481-92	21.03.1989	1993	Yes	L01CD01	MeOH, DMSO, CHCl3, EtOH	Chemical classification (according ATC code)	Taxane		Parenteral		Plasmatic proteins				Arthralgia, Bone marrow suppression, Cystitis, Diarrhoea, Hair loss, Hypotension, Myalgia, Peripheral neuropathy, Vomiting			Oncology	Antineoplastic	ggqF@x@@OPCahBYJaqxBaXaQhmdTTbbbfTTbabbbVTMfalTRtQfTTRtVVLQOAQH\z_MSklnOWfjjjijjZjjjYhFBbhF@@Bj@tHI`QBTIHbaQHTWQReZ`@			89 - 98		12 - 33		198 - 688	
70288-86-7	Ivermectin		MI, 12, 5264	Curr Pharm Biotechnol. 2012 May 13(6):1103-9	26.06.1985	1996	Yes	P02CF01	EtOH/H2O:50/50			No	Oral	GI tract	Plasmatic proteins	Liver		12	Anemia, Diarrhoea, Dizziness, Eosinophilia, Headache, Nausea, Orthostatic hypotension, Pruritus, Rash, Tachycardia			Infectiology, Metabolism	Antihelmintic, Antiparasitic	ggqD@x@@@BAQdJUAdkUFSUmq{HheEDiDeMDiDl\lideEEmUDeDlmDeDlX|NJbSIl^PjSktNgMUTuUSUUUSSUUUUUUUUUUUTTpH`fBLRqGB|IYGb~JEJRUJtgT}PlnrGR]L@RNWr@		4	93		12			
65-29-2	Gallamine triethiodide	2,2',2''-[Benzene-1,2,3-triyltris(oxy)]tris(N,N,N-triethylethanaminium) triiodide	MI, 13, 4364	Anesth Analg. 1981 May 60(5):289-96	06.03.1951	1949	Yes	M03AC02 	H2O, EtOH, CHCl3	Chemical classification (according ATC code)	Quaternary ammonium		Parenteral				None		Hypertension, Tachycardia			Neuromuscular	Muscle relaxant	enR\LLFKIelIM@JrBlPk@N`yCkIfeZ\@AbbTTRRtbrRRlbdRRRL|hJHhjjjjjjjh@@@					0.17			
1405-10-3	Neomycin sulfate		MI, 12, 6542	Pharmacotherapy. 1985 Mar-Apr 5(2):91-4	02.08.1950	1967	Yes	J01GB05	EtOH, H2O	Chemical classification (according ATC code)	Aminoside		Oral					1000	Ataxia, Dyspnea, Mucosal irritation, Nausea, Nephrotoxicity, Ototoxicity, Rash, Tinnitus, Vertigo			Infectiology, Metabolism	Antibacterial	eoXvHh@K@fkaWXDLBJAOLbimod\ZS[P@cII@xhheDeLXieCLeMdmDhideGNeg`YUUjjjjjjjjjjjjjjjkIa\RQJHrNJIIRjCIZGIz@pfLkeRiU@@					2 - 3	0 - 15		
5490-27-7	Dihydrostreptomycin sulfate	1,1'-[(1R,2R,3S,4R,5R,6S)-4-({5-Deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-(hydroxymethyl)-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxy-1,3-cyclohexanediyl]diguanidine	MI, 12, 3222	Acta Otolaryngol. 1999 119(3):322-5	03.01.1950		Yes	S01AA15	EtOH/H2O:50/50										Blurred vision, Optic nerve damage			Infectiology, Metabolism	Antibacterial	gohMpRp@NfjLfsUfw{KMV{[kv@`pDFG@QHtFKCcpdfKGgqEbiRkP[ln`hVOESilqZht@DT@aPDYIHGI@yHGEEDhdhdYEJlXhiheeLXCEEDhdhdYEJlXhiheeLXTF@dQit^@bUIUjmKRuUUUUUUUUUUUMMUUUUUUUUUUUMMUT|BRHldJQhadvHy@TYKeARUHtgRGR\mtOQ|`LphcAL\ks@jRhjfj@@								
72-14-0	Sulfathiazole	4-amino-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide	MI, 12, 9115	Antimicrob Agents Chemother. 1998 Jan 42(1):88-93	03.11.1942	1945	Yes	J01EB07	CH3COCH3, HCl, NaOH	Chemical classification (according ATC code)	Short-acting sulfonamide								Hypersensitivity reactions, Mucosal irritation, Rash			Infectiology, Metabolism	Antibacterial	f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@								
1405-41-0	Gentamicine sulfate	2-{[4,6-diamino-3-({3-amino-6-[1-(methylamino)ethyl]oxan-2-yl}oxy)-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol	MI, 12, 4398	Toxicol Sci. 2011 Feb 119(2):245-56	28.05.1963	1984	Yes	J01GB03	H2O	Chemical classification (according ATC code)	Aminoside	No	Parenteral		Plasmatic proteins	None		240	Ataxia, Confusion, Dizziness, Dyspnea, Headache, Hypersensitivity reactions, Nephrotoxicity, Ototoxicity, Tinnitus			Infectiology, Metabolism	Antibacterial	gjZoqL`@KGailQN`s[\a\aZjvG@PXBE@PTFGOfIeJKCcw{Bqdy^nuzc@AFRRAqQQJJZGQPpiSJKJHVJJIQSQqSPiSJKJHVJJISJVJZEJYQYQZGGRXBaFoWZ\A`z_KT[}AkUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUSI`nBdIPcDbIIJdfQYKbAJENREITmRmQLltkR]EtoHBhLxhSEJlrJdlJp[IlNkz`\@@			0 - 3		2			
170729-80-3	Aprepitant	5-[[(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)-4-morpholinyl]methyl]-1,2-dihydro-3H-1,2,4-triazol-3-one		Expert Rev Anticancer Ther. 2004 Oct 4(5):715-24	05.01.1994	2003	Yes	A04AD12					Oral	GI tract	Plasmatic proteins	Liver		95	Anorexia, Constipation, Dyspepsia, Fatigue, Headache, Hepatic enzyme levels elevated, Hiccup	GPCR	Neurokinin 1 receptor	Metabolism	Antiemetic	ejQRLN@AHdfcKI`ICzPAdHYAFPqdBYAIe]fY_fUo^^fjFCGJfmch@JjjijhDBjjbcCaRHJ@@		4	97	59 - 67	9 - 13		0.88	
53251-94-8	Pinaverium bromide	4-[(2-bromo-4,5-dimethoxyphenyl)methyl]-4-[2-[2-(6,6-dimethyl-4-bicyclo[3.1.1]heptanyl)ethoxy]ethyl]morpholin-4-ium bromide	MI, 13, 7523	Gen Pharmacol. 1990 21(6):821-5	29.10.1974	1977		A03AX04					Oral	GI tract	Plasmatic proteins	Liver		150	Diarrhoea, Esophageal ulcer, Hypersensitivity reactions, Nausea, Pruritus, Rash			Neuromuscular	Antispastic	eh\XBDDAIELb`LPGDDdGlbbbRRTbRRNrRbbT`XxbrvnNn`HJjjjjjjjbi@Xbz`@		1	95 - 97	1	1.5			
86939-10-8	Indatraline hydrochloride	(1R,3S)-3-(3,4-dichlorophenyl)-N-methyl-2,3-dihydro-1H-inden-1-amine hydrochloride		Molecules. 2011 Nov 10 16(11):9421-38	10.05.1994	Pre-clinical		Not yet attributed														Central Nervous System	Antidepressant	fbu`C@@`bBQFXaIf]yeUqgMV}FB@jBBHa@iY@@								
100299-08-9	Pemirolast potassium	9-methyl-3-(1,2,3-triaza-4-azanidacyclopenta-2,5-dien-5-yl)pyrido[1,2-a]pyrimidin-4-one potassium	MI, 13, 7149	Ann Allergy. 1991 Feb 66(2):162-5	24.10.1978	1991	Yes	Not yet attributed														Ophthalmology	Antihistaminic, Anti-inflammatory, Antipruritic	fdyYBBLRMXLX@r@S[lBTTTTRafPiZ\FKURrsUR@@								
143491-57-0	(-)-Emtricitabine	4-amino-5-fluoro-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one	MI, 13, 3597	Clin Infect Dis. 2006 Jan 1 42(1):126-31	03.09.1992	2003	Yes	J05AF09					Oral		Plasmatic proteins	Liver	Inactive	200	Diarrhoea, Dizziness, Headache, Hyperlipidemia, Insomnia, Nausea, Neutropenia, Rash			Infectiology	Antiviral	f`qqa@NZ}ab`ACiAJYwf]\TMZjjiejdPeD@		1 - 2	0 - 4	75 - 93	10		1.4	
54-85-3	Isoniazid	pyridine-4-carbohydrazide	MI, 12, 5203	Int J Antimicrob Agents. 2007 Dec 30(6):477-86	06.05.1952	1952	Yes	J04AC01	H2O	Chemical classification (according ATC code)	Hydrazide	Yes	Oral		Plasmatic proteins	Liver	Acetyl-isoniazide	300	Epigastric misery, Euphoria, Fatigue, Fever, Hypersensitivity reactions, Insomnia, Optic nerve damage, Peripheral neuropathy, Thrombopenia, Vomiting			Infectiology, Metabolism	Antibacterial	deWH@DJPRY[TYZ`@@@			0 - 10		1 - 6			
54-95-5	Pentylenetetrazole	6,7,8,9-Tetrahydro-5H-tetrazolo[1,5-a]azepine	MI, 12, 7283	J Pharmacol Exp Ther. 2001 Sep 298(3):986-95	13.11.1956			R07AB03 	H2O				Oral					100	Seizure			Central Nervous System, Respiratory	Analeptic, CNS Stimulant	det`@@aLReUWBFVfjj@@								
95-25-0	Chlorzoxazone	(5-Chloro-2-hydroxybenzoxazole)	MI, 12, 2249	Brain Res. 2003 Jan 3 959(1):86-97	21.07.1959	1958	Yes	M03BB03	MeOH, EtOH, NaHCO3				Oral	GI tract		Liver	6-hydroxychlorzoxazone	1500	Dizziness, Drowsiness, Excitation, Headache, Hypersensitivity reactions, Irritability, Urine coloration			Central Nervous System	Anticonvulsant, Muscle relaxant	dmND`FePbDfUmZxY`BJR@@		1			1			
16773-42-5	Ornidazole	1-(3-Chloro-2-hydroxypropyl)-2-methyl-5-nitroimidazole	MI, 12, 7000	Scand J Infect Dis. 2002 34(12):918-20	18.06.1985	1981		P01AB03	EtOH	Chemical classification (according ATC code)	Nitroimidazole derivative	Yes	Oral	GI tract	Plasmatic proteins	Liver		1500	Antabuse effect, Confusion, Drowsiness, Epigastric misery, Headache, Nausea, Rash			Infectiology, Metabolism	Antibacterial, Antiparasitic, Antiprotozoal, Antitrichomonal	dg_LaJE\NpbAf~RVvYfeZjjVZaB@@		2 - 3	10 - 15		12 - 14			
77-67-8	Ethosuximide	2-Ethyl-2-methylsuccinimide	MI, 13, 3784	CNS Drug Rev. 2007 Summer 13(2):224-39	27.10.1958	1958	Yes	N03AD01	H2O, EtOH	Chemical classification (according ATC code)	Succinimide derivatives	Yes	Oral			Liver	2-(1-hydroxyethyl)-2-methyl suximide	1250	Anorexia, Ataxia, Bone marrow suppression, Headache, Hypersensitivity reactions, Irritability, Rash, Somnolence, Vertigo, Weight loss			Central Nervous System	Anticonvulsant	deVD@D@TfVgJfjijLh@		3 - 7			60		0.7	
138-37-4	Mafenide hydrochloride	4-(Aminomethyl)benzenesulfonamide hydrochloride	MI, 12, 5683	J Burn Care Rehabil. 2001 Jan-Feb 22(1):35-40	26.06.1962	1998	Yes	D06BA03	H2O	Chemical classification (according ATC code)	Sulfonamide								Confusion, Dyspnea, Headache, Hypersensitivity reactions, Nausea, Skin coloration			Infectiology, Metabolism	Antibacterial, Antiseptic	dkMDPBMLBH`HpJRVIKJUV`@h@@								
not available	Riluzole hydrochloride	2-Amino-6-trifluoromethoxy benzothiazole	MI, 13, 8307	CNS Neurosci Ther. 2011 Feb 17(1):4-31	28.04.1982	1995	Yes	N07XX02 	DMSO			Yes	Oral		Albumin, lipoprotein			100	Asthenia, Diarrhoea, Dizziness, Headache, Hepatic enzyme levels elevated, Nausea, Somnolence, Tachycardia			Central Nervous System	Antispastic, Neuroprotectant	f`aQB`BTtBH`DVdGRGiC@hhhTeeHQdeTp@UU@@@		1 - 1.5	97	60	9 - 15	90	3.4	
67-20-9	Nitrofurantoin	1-[(Z)-[(5-nitrofuran-2-yl)methylidene]amino]imidazolidine-2,4-dione	MI, 13, 6632	Obstet Gynecol Surv. 1989 May 44(5):399-406	09.09.1952	1953	Yes	J01XE01	DMF, H2O, EtOH, CH3COCH3	Chemical classification (according ATC code)	Nitrofuran derivative		Oral	Small intestine	Plasmatic proteins			200	Cough, Diarrhoea, Dizziness, Hypersensitivity reactions, Nausea, Pruritus			Infectiology	Antibacterial	fhiIPBHRTxBBVCBT]dTtRVRbbKNN|uMSTtlB@h			20 - 60	40	0.3 - 0.5		0.5 - 0.6	
304-20-1	Hydralazine hydrochloride	phthalazin-1-ylhydrazine hydrochloride	MI, 12, 4800	J Cardiovasc Pharmacol. 1984 6 Suppl 4:S646-55	11.10.1949	1952	Yes	C02DB02	H2O	Chemical classification (according ATC code)	Hydrazinophthalazine derivative		Oral	GI tract	Plasmatic proteins	Liver		100	Headache, Nausea			Cardiovascular	Antihypertensive	dkl``HRaBHPYYUuntvfZejFhcD			90					
59-92-7	Levodopa	(S)-2-Amino-3-(3,4-dihydroxyphenyl)propanoic acid	MI, 12, 5490	Clin Interv Aging. 2010 Sep 7 5:229-38	17.06.1966	1970	Yes	N04BA01	HCl	Therapeutic use	Association with a peripheral  DOPA decarboxylase inhibitor (DDCI)	Yes	Oral	Jejunum	Plasmatic proteins	Liver	Dopamine, 3-O-methyldopa, dihydrophenylacetic acid, homovanilic acid	3500	Diarrhoea, Nausea, Somnolence, Taste alteration			Central Nervous System	Antiparkinsonian	dg^B@BAMoHiieDeBimU@DQFP@			10 - 30	98	1.5		0.76	
